timestamp,product_id,product_name,category,price,discount_percent,final_price,stock,demand_score,season,day_of_week,time_of_day,competitor_price,user_click_rate,conversion_rate
4/26/2025 13:01,PR0153,Product153,Books,808.65,9.23,734.01,784,0.13,Autumn,Sunday,Afternoon,811.92,0.127,0.184
5/21/2025 23:53,PR0450,Product450,Toys,777.4,18.78,631.4,715,0.64,Winter,Sunday,Morning,819.96,0.11,0.052
5/6/2025 23:03,PR0018,Product18,Home & Kitchen,303.39,48.73,155.55,905,0.68,Summer,Tuesday,Night,311.45,0.2,0.085
5/4/2025 5:00,PR0155,Product155,Clothing,723.48,15.31,612.72,70,0.56,Winter,Friday,Morning,733.66,0.297,0.08
5/1/2025 7:36,PR0036,Product36,Toys,698.38,31.41,479.02,865,0.87,Autumn,Sunday,Morning,709.92,0.111,0.022
5/19/2025 8:57,PR0195,Product195,Electronics,966.53,42.98,551.12,217,0.91,Summer,Friday,Night,988.47,0.225,0.166
5/3/2025 16:16,PR0243,Product243,Books,763.34,6.89,710.75,269,0.77,Summer,Wednesday,Afternoon,811.34,0.285,0.147
5/13/2025 5:00,PR0207,Product207,Clothing,439.6,32.95,294.75,642,0.91,Summer,Wednesday,Evening,426,0.018,0.16
5/5/2025 19:00,PR0030,Product30,Books,297.08,46.06,160.24,809,0.5,Autumn,Tuesday,Afternoon,282.43,0.135,0.033
5/24/2025 21:52,PR0184,Product184,Toys,956.74,42.4,551.08,855,0.92,Summer,Saturday,Afternoon,1042.4,0.097,0.136
4/27/2025 21:02,PR0039,Product39,Books,121.55,35.23,78.73,781,0.32,Spring,Monday,Afternoon,110.61,0.031,0.145
5/23/2025 10:27,PR0009,Product9,Clothing,539.28,12.29,473,836,0.64,Spring,Monday,Afternoon,538.11,0.058,0.061
5/11/2025 21:38,PR0420,Product420,Books,918.02,12.98,798.86,34,0.91,Spring,Tuesday,Morning,840.19,0.096,0.019
5/22/2025 20:18,PR0436,Product436,Books,17.33,0.04,17.32,515,0.87,Spring,Monday,Night,18.3,0.282,0.119
5/14/2025 0:35,PR0294,Product294,Home & Kitchen,740.66,42.55,425.51,67,0.56,Spring,Wednesday,Night,692.33,0.181,0.017
5/12/2025 4:00,PR0119,Product119,Electronics,792.61,13.56,685.13,2,0.78,Autumn,Tuesday,Afternoon,727.85,0.088,0.063
5/24/2025 21:09,PR0306,Product306,Electronics,324.67,26.68,238.05,389,0.99,Autumn,Tuesday,Evening,351.3,0.197,0.055
4/28/2025 3:55,PR0107,Product107,Toys,237.28,0.85,235.26,268,0.77,Winter,Wednesday,Morning,222.34,0.049,0.128
5/9/2025 17:04,PR0054,Product54,Electronics,393.85,9.52,356.36,893,0.56,Autumn,Tuesday,Afternoon,413.39,0.288,0.096
5/9/2025 6:08,PR0019,Product19,Home & Kitchen,717.28,30.94,495.35,128,0.13,Winter,Thursday,Evening,648.44,0.184,0.128
5/14/2025 22:04,PR0451,Product451,Home & Kitchen,940.92,38.13,582.15,789,0.44,Spring,Monday,Morning,985.9,0.069,0.072
5/10/2025 8:45,PR0261,Product261,Clothing,274.14,31.75,187.1,90,0.68,Summer,Friday,Evening,267.36,0.046,0.071
5/8/2025 16:05,PR0239,Product239,Electronics,320.33,6.7,298.87,981,0.31,Winter,Friday,Morning,300.74,0.094,0.186
5/22/2025 1:42,PR0383,Product383,Electronics,347.93,3.97,334.12,561,0.45,Summer,Wednesday,Night,364.27,0.206,0.15
5/15/2025 4:11,PR0494,Product494,Books,910.44,14.37,779.61,852,0.61,Spring,Tuesday,Afternoon,932.98,0.174,0.179
5/19/2025 19:06,PR0024,Product24,Toys,94.72,15.5,80.04,336,0.54,Winter,Sunday,Morning,97.16,0.022,0.192
5/8/2025 8:51,PR0285,Product285,Home & Kitchen,582.28,32.63,392.28,40,0.7,Summer,Thursday,Morning,574.77,0.24,0.111
5/8/2025 21:49,PR0258,Product258,Toys,101.73,37.88,63.19,280,0.26,Autumn,Friday,Night,111.52,0.028,0.034
5/4/2025 8:38,PR0184,Product184,Clothing,217.4,7.51,201.07,829,0.58,Winter,Friday,Morning,205.22,0.289,0.096
5/12/2025 15:17,PR0459,Product459,Toys,112.2,29.74,78.83,280,0.33,Summer,Monday,Evening,110.47,0.288,0.044
5/19/2025 1:15,PR0088,Product88,Books,17.78,16.61,14.83,923,0.65,Summer,Thursday,Morning,18.49,0.063,0.051
5/4/2025 3:51,PR0341,Product341,Home & Kitchen,213.39,30.15,149.05,527,0.24,Autumn,Sunday,Morning,213.81,0.035,0.138
5/16/2025 10:42,PR0469,Product469,Books,416.61,14.99,354.16,749,0.61,Winter,Sunday,Morning,396.18,0.232,0.018
4/26/2025 6:40,PR0450,Product450,Home & Kitchen,666.7,39.74,401.75,324,0.25,Summer,Sunday,Afternoon,729.64,0.276,0.093
5/13/2025 22:11,PR0207,Product207,Electronics,546.83,33.73,362.38,606,0.34,Summer,Sunday,Night,571.67,0.12,0.171
5/4/2025 5:21,PR0164,Product164,Electronics,623.95,19.4,502.9,234,0.44,Summer,Thursday,Afternoon,625.14,0.05,0.044
5/10/2025 16:11,PR0169,Product169,Toys,918.42,21.35,722.34,994,0.81,Spring,Sunday,Afternoon,970.65,0.244,0.119
5/6/2025 7:05,PR0066,Product66,Home & Kitchen,146.95,36.24,93.7,69,0.88,Summer,Tuesday,Evening,154.74,0.08,0.018
4/27/2025 2:10,PR0074,Product74,Clothing,469.1,8.49,429.27,242,0.63,Spring,Monday,Afternoon,510.81,0.264,0.158
5/5/2025 5:38,PR0253,Product253,Books,305.41,20.04,244.21,529,0.16,Winter,Tuesday,Morning,319.7,0.168,0.106
4/28/2025 21:06,PR0223,Product223,Books,706.51,41.16,415.71,208,0.58,Spring,Wednesday,Morning,710.03,0.116,0.116
5/16/2025 16:13,PR0435,Product435,Books,569.26,35.01,369.96,23,0.95,Summer,Monday,Evening,544.49,0.044,0.167
5/22/2025 5:34,PR0290,Product290,Toys,995.39,23.98,756.7,839,0.92,Summer,Sunday,Night,906.35,0.019,0.09
5/24/2025 4:02,PR0498,Product498,Home & Kitchen,138.58,39.92,83.26,814,0.98,Summer,Thursday,Evening,143.44,0.281,0.076
5/10/2025 5:21,PR0063,Product63,Electronics,962.93,7.2,893.6,775,0.8,Winter,Thursday,Night,996.01,0.118,0.159
4/29/2025 1:48,PR0134,Product134,Home & Kitchen,923.16,23.08,710.09,937,0.33,Winter,Friday,Night,880.97,0.188,0.061
5/18/2025 21:04,PR0066,Product66,Clothing,58.39,11.59,51.62,242,0.57,Spring,Thursday,Afternoon,59.2,0.09,0.189
5/4/2025 19:52,PR0004,Product4,Home & Kitchen,779.49,6.09,732.02,224,0.91,Spring,Friday,Morning,853.38,0.134,0.187
5/22/2025 9:58,PR0476,Product476,Books,551.49,15.01,468.71,39,0.59,Summer,Sunday,Evening,568.52,0.199,0.083
5/20/2025 5:55,PR0257,Product257,Toys,771.88,46.1,416.04,466,0.4,Spring,Tuesday,Evening,827.04,0.139,0.05
5/9/2025 8:30,PR0067,Product67,Electronics,161.93,36.01,103.62,209,0.82,Winter,Sunday,Afternoon,156.05,0.062,0.09
4/28/2025 21:23,PR0248,Product248,Toys,93.7,1.7,92.11,680,0.58,Autumn,Sunday,Evening,89.98,0.259,0.108
5/1/2025 14:47,PR0165,Product165,Books,968,19.65,777.79,537,0.62,Winter,Monday,Evening,881.71,0.079,0.052
5/4/2025 13:04,PR0273,Product273,Toys,310,13.99,266.63,776,0.95,Summer,Friday,Night,294.81,0.098,0.124
5/10/2025 12:37,PR0120,Product120,Books,939.24,6.25,880.54,401,0.27,Autumn,Sunday,Evening,956.37,0.162,0.124
5/1/2025 16:04,PR0321,Product321,Toys,158.15,38.73,96.9,622,0.66,Spring,Friday,Morning,167.41,0.235,0.146
4/27/2025 1:04,PR0070,Product70,Home & Kitchen,537.67,8.83,490.19,667,0.81,Autumn,Saturday,Night,525.52,0.176,0.077
5/19/2025 0:46,PR0151,Product151,Clothing,831.75,10.03,748.33,141,0.66,Spring,Friday,Night,867.7,0.256,0.096
5/20/2025 16:27,PR0038,Product38,Home & Kitchen,960.54,39.53,580.84,95,0.22,Spring,Sunday,Evening,1024.26,0.132,0.037
5/15/2025 2:50,PR0283,Product283,Electronics,479.13,32.72,322.36,52,0.8,Winter,Tuesday,Morning,517.97,0.208,0.045
5/16/2025 17:54,PR0024,Product24,Books,829.69,23.94,631.06,518,0.83,Winter,Thursday,Morning,804.43,0.074,0.085
4/27/2025 14:16,PR0467,Product467,Electronics,136.03,19.48,109.53,958,0.46,Spring,Monday,Evening,146.85,0.281,0.137
5/4/2025 12:55,PR0115,Product115,Electronics,408.37,6.89,380.23,680,0.54,Spring,Friday,Morning,413.67,0.131,0.191
5/22/2025 18:07,PR0238,Product238,Books,69.02,19.61,55.49,815,0.22,Spring,Sunday,Afternoon,70.92,0.019,0.193
5/9/2025 9:52,PR0248,Product248,Electronics,964.21,15.27,816.98,24,0.52,Autumn,Friday,Morning,894.95,0.179,0.136
5/21/2025 16:06,PR0030,Product30,Clothing,555.01,33.61,368.47,560,0.75,Summer,Tuesday,Afternoon,520.28,0.284,0.046
5/10/2025 16:25,PR0149,Product149,Books,10.84,5.66,10.23,291,0.54,Summer,Sunday,Morning,10.11,0.081,0.099
5/7/2025 21:24,PR0013,Product13,Clothing,719.35,19.98,575.62,90,0.85,Spring,Friday,Night,776.56,0.173,0.08
5/20/2025 1:33,PR0042,Product42,Toys,83.97,23,64.66,655,0.33,Winter,Saturday,Morning,81.89,0.228,0.1
4/30/2025 19:46,PR0448,Product448,Electronics,467.11,11.49,413.44,74,0.53,Autumn,Wednesday,Night,468.92,0.205,0.111
5/1/2025 1:20,PR0206,Product206,Clothing,713.92,21.17,562.78,246,0.74,Winter,Monday,Night,711.96,0.277,0.193
5/14/2025 2:33,PR0128,Product128,Books,65.51,29.95,45.89,957,0.26,Autumn,Thursday,Morning,62.37,0.165,0.17
5/5/2025 14:04,PR0420,Product420,Home & Kitchen,562.72,3.75,541.62,215,0.95,Winter,Thursday,Morning,577.19,0.121,0.093
5/9/2025 10:20,PR0453,Product453,Electronics,181.34,9.12,164.8,819,0.49,Spring,Thursday,Evening,165.97,0.222,0.101
5/21/2025 16:31,PR0153,Product153,Clothing,383.58,24.31,290.33,434,0.23,Spring,Tuesday,Afternoon,392.12,0.049,0.039
4/27/2025 0:42,PR0018,Product18,Home & Kitchen,675.19,2.93,655.41,149,0.13,Spring,Tuesday,Afternoon,619.72,0.134,0.087
5/10/2025 1:38,PR0146,Product146,Clothing,54.43,37.09,34.24,17,0.76,Autumn,Wednesday,Evening,50.11,0.175,0.149
5/22/2025 9:16,PR0124,Product124,Electronics,238.94,10,215.05,288,0.38,Autumn,Saturday,Morning,229.5,0.137,0.011
5/9/2025 15:24,PR0139,Product139,Home & Kitchen,515.74,7.36,477.78,567,0.67,Autumn,Saturday,Afternoon,476.15,0.275,0.066
5/13/2025 5:11,PR0432,Product432,Toys,753.02,33.56,500.31,515,0.67,Winter,Friday,Morning,819.25,0.16,0.01
4/29/2025 3:19,PR0031,Product31,Clothing,179.34,11.85,158.09,717,0.54,Winter,Tuesday,Night,172.08,0.183,0.109
5/21/2025 14:03,PR0110,Product110,Electronics,760.66,23.52,581.75,492,0.56,Summer,Tuesday,Night,782.3,0.288,0.047
5/18/2025 15:43,PR0307,Product307,Electronics,256.1,41.7,149.31,613,0.45,Spring,Sunday,Afternoon,260.82,0.262,0.075
5/2/2025 19:41,PR0486,Product486,Home & Kitchen,202.52,2.22,198.02,563,0.76,Spring,Saturday,Night,195.69,0.254,0.125
4/30/2025 0:00,PR0295,Product295,Home & Kitchen,339.35,35.19,219.93,960,0.17,Summer,Sunday,Night,316.77,0.081,0.196
5/12/2025 8:17,PR0080,Product80,Home & Kitchen,272.91,48.16,141.48,884,0.47,Summer,Friday,Night,248.25,0.255,0.156
5/12/2025 3:39,PR0342,Product342,Books,677.91,49.58,341.8,204,0.32,Spring,Monday,Morning,735.08,0.209,0.121
5/10/2025 14:47,PR0265,Product265,Books,967.8,1.7,951.35,46,0.82,Autumn,Friday,Night,923.59,0.261,0.2
5/25/2025 15:27,PR0461,Product461,Books,764.82,30.25,533.46,962,0.51,Spring,Tuesday,Evening,736.16,0.288,0.012
5/20/2025 15:38,PR0354,Product354,Electronics,421.68,18.39,344.13,788,0.13,Winter,Saturday,Night,398.52,0.197,0.021
5/2/2025 22:18,PR0233,Product233,Electronics,676.95,10.87,603.37,705,0.64,Winter,Saturday,Night,635.64,0.11,0.156
5/18/2025 23:59,PR0248,Product248,Books,203.01,5.83,191.17,10,0.18,Winter,Sunday,Morning,186.38,0.295,0.112
5/23/2025 3:32,PR0206,Product206,Books,148.6,38.55,91.31,225,0.81,Spring,Thursday,Morning,138.05,0.291,0.147
5/2/2025 19:49,PR0068,Product68,Toys,612.16,25.8,454.22,527,0.17,Autumn,Monday,Afternoon,560.88,0.23,0.055
5/12/2025 5:08,PR0412,Product412,Books,276,41.94,160.25,305,0.85,Winter,Monday,Evening,268.51,0.136,0.129
5/11/2025 9:01,PR0395,Product395,Books,271.02,43.22,153.89,673,0.75,Winter,Thursday,Night,259.04,0.107,0.062
5/22/2025 17:58,PR0249,Product249,Clothing,172.31,21.17,135.83,37,0.46,Spring,Tuesday,Evening,186.88,0.049,0.129
5/24/2025 8:01,PR0180,Product180,Electronics,748.86,4.81,712.84,42,0.43,Winter,Thursday,Evening,699.73,0.222,0.015
5/2/2025 12:16,PR0451,Product451,Books,898.05,24.68,676.41,854,0.71,Spring,Friday,Morning,826.59,0.097,0.059
5/17/2025 19:56,PR0015,Product15,Home & Kitchen,735.43,21.2,579.52,377,0.58,Winter,Monday,Night,756.44,0.061,0.153
5/14/2025 19:16,PR0146,Product146,Toys,625.31,37.72,389.44,153,0.74,Summer,Sunday,Morning,676.24,0.06,0.039
5/5/2025 8:26,PR0443,Product443,Books,930.49,2.97,902.85,932,0.59,Spring,Tuesday,Evening,900.38,0.274,0.043
4/30/2025 5:21,PR0200,Product200,Home & Kitchen,665.33,30.15,464.73,938,0.43,Autumn,Saturday,Evening,675.87,0.247,0.037
4/28/2025 19:50,PR0220,Product220,Clothing,726.75,25.66,540.27,265,0.56,Summer,Saturday,Night,686.21,0.133,0.195
5/9/2025 3:36,PR0110,Product110,Books,250.54,34.63,163.78,848,0.15,Winter,Monday,Evening,238.99,0.292,0.158
5/2/2025 10:17,PR0010,Product10,Toys,683.55,2.17,668.72,740,0.19,Winter,Wednesday,Morning,702.01,0.091,0.025
5/4/2025 5:55,PR0073,Product73,Toys,277.56,34.15,182.77,628,0.35,Summer,Wednesday,Evening,278.75,0.299,0.088
5/21/2025 11:16,PR0307,Product307,Books,721.6,10.84,643.38,171,0.95,Summer,Thursday,Afternoon,755.47,0.096,0.133
5/12/2025 18:29,PR0144,Product144,Clothing,333.28,22.4,258.63,777,0.3,Summer,Sunday,Afternoon,352.97,0.218,0.091
5/4/2025 3:05,PR0127,Product127,Home & Kitchen,505.34,24.17,383.2,314,0.21,Summer,Wednesday,Night,472.01,0.06,0.057
5/7/2025 7:51,PR0129,Product129,Electronics,54.61,41.32,32.05,976,0.54,Winter,Monday,Morning,53.54,0.26,0.069
4/29/2025 12:29,PR0494,Product494,Electronics,142.92,24.01,108.6,557,0.56,Summer,Tuesday,Evening,143.39,0.287,0.102
5/17/2025 23:38,PR0013,Product13,Toys,922.03,8.56,843.1,310,0.73,Summer,Monday,Evening,860.32,0.125,0.095
5/6/2025 1:37,PR0207,Product207,Books,535.62,0.44,533.26,192,0.18,Spring,Tuesday,Night,501.33,0.078,0.172
5/10/2025 17:22,PR0296,Product296,Clothing,532.48,10.04,479.02,465,0.19,Spring,Saturday,Afternoon,491.15,0.278,0.037
4/28/2025 12:11,PR0384,Product384,Electronics,801,38.27,494.46,119,0.11,Winter,Sunday,Morning,863.29,0.201,0.161
5/2/2025 6:53,PR0350,Product350,Clothing,860.12,42.95,490.7,911,0.22,Summer,Sunday,Night,866.53,0.097,0.116
5/1/2025 17:24,PR0190,Product190,Toys,730.4,4.53,697.31,992,0.89,Autumn,Saturday,Morning,701.6,0.077,0.12
5/20/2025 18:54,PR0466,Product466,Toys,454.69,14.17,390.26,904,0.18,Winter,Monday,Morning,453.21,0.223,0.07
5/22/2025 3:36,PR0125,Product125,Home & Kitchen,640.94,30.28,446.86,218,0.88,Summer,Friday,Morning,663.51,0.232,0.064
5/9/2025 16:05,PR0353,Product353,Clothing,538,42.23,310.8,215,0.36,Autumn,Tuesday,Night,486.46,0.204,0.182
5/3/2025 13:55,PR0172,Product172,Electronics,89.36,46.12,48.15,211,0.81,Autumn,Saturday,Morning,95.68,0.185,0.099
5/13/2025 15:25,PR0402,Product402,Clothing,81.91,47.41,43.08,839,0.23,Winter,Saturday,Evening,89.66,0.24,0.11
5/22/2025 3:59,PR0477,Product477,Clothing,369.85,33.39,246.36,925,0.94,Autumn,Friday,Night,384.8,0.291,0.16
5/15/2025 4:21,PR0121,Product121,Books,817.61,32.37,552.95,484,0.92,Autumn,Friday,Night,892.99,0.084,0.177
5/17/2025 6:08,PR0398,Product398,Clothing,562.28,25.76,417.44,817,0.29,Spring,Monday,Morning,560.81,0.286,0.155
4/28/2025 13:32,PR0246,Product246,Home & Kitchen,707.16,8.89,644.29,708,0.25,Winter,Monday,Night,639.3,0.284,0.058
5/24/2025 23:21,PR0102,Product102,Home & Kitchen,929.3,5.78,875.59,650,0.29,Winter,Sunday,Night,864.26,0.077,0.1
5/12/2025 11:03,PR0010,Product10,Electronics,674.35,12.54,589.79,729,0.47,Autumn,Wednesday,Night,714.49,0.22,0.156
5/9/2025 17:38,PR0365,Product365,Clothing,50.07,44.46,27.81,946,0.52,Winter,Monday,Evening,47.68,0.233,0.07
5/12/2025 22:34,PR0189,Product189,Books,395.9,47.67,207.17,912,0.91,Spring,Thursday,Afternoon,368.52,0.023,0.12
5/15/2025 0:35,PR0300,Product300,Books,822.69,19.64,661.11,662,0.9,Autumn,Monday,Night,752.68,0.201,0.044
5/22/2025 0:24,PR0448,Product448,Electronics,764.48,36.46,485.75,106,0.43,Winter,Friday,Night,814.23,0.13,0.042
5/19/2025 12:39,PR0080,Product80,Books,211.77,43.12,120.45,830,0.64,Summer,Saturday,Morning,214.68,0.165,0.087
5/17/2025 3:40,PR0146,Product146,Electronics,713.78,13.39,618.2,354,0.37,Spring,Thursday,Morning,756.41,0.06,0.164
4/26/2025 16:38,PR0156,Product156,Electronics,888.53,26.08,656.8,649,0.85,Summer,Sunday,Morning,874.82,0.107,0.116
5/22/2025 21:38,PR0027,Product27,Electronics,339.66,47.99,176.66,937,0.78,Spring,Wednesday,Afternoon,316.09,0.159,0.106
5/13/2025 18:56,PR0375,Product375,Home & Kitchen,537.11,15.28,455.04,132,0.71,Autumn,Tuesday,Night,535.69,0.213,0.128
5/6/2025 19:46,PR0225,Product225,Clothing,909.8,4.1,872.5,814,0.28,Winter,Tuesday,Morning,820.64,0.241,0.197
5/21/2025 18:21,PR0425,Product425,Clothing,189.63,27.47,137.54,440,0.16,Summer,Friday,Evening,201.18,0.119,0.155
5/9/2025 9:42,PR0302,Product302,Electronics,268.54,32.15,182.2,665,0.41,Spring,Wednesday,Afternoon,248.13,0.247,0.184
5/15/2025 10:57,PR0345,Product345,Toys,643.7,45.6,350.17,114,0.86,Winter,Friday,Afternoon,656.24,0.12,0.041
4/30/2025 4:18,PR0019,Product19,Clothing,407.71,42.47,234.56,565,0.28,Spring,Friday,Evening,368.1,0.137,0.073
5/3/2025 2:45,PR0117,Product117,Toys,437.49,9.74,394.88,203,0.89,Summer,Monday,Afternoon,450.12,0.011,0.113
5/9/2025 9:26,PR0456,Product456,Books,30.66,0.32,30.56,967,0.66,Spring,Saturday,Night,33.53,0.033,0.177
5/19/2025 6:36,PR0442,Product442,Toys,106.34,34.05,70.13,265,0.27,Summer,Wednesday,Afternoon,107.24,0.12,0.141
5/17/2025 23:21,PR0467,Product467,Toys,472.8,18.95,383.2,859,0.77,Winter,Saturday,Night,453.27,0.175,0.065
5/8/2025 13:21,PR0257,Product257,Clothing,544.19,13.52,470.62,464,0.22,Summer,Wednesday,Afternoon,522.52,0.184,0.136
5/14/2025 6:36,PR0071,Product71,Toys,229.2,23.18,176.07,485,0.13,Summer,Tuesday,Afternoon,238.66,0.271,0.19
5/25/2025 3:43,PR0333,Product333,Toys,353.55,27.01,258.06,78,0.16,Spring,Monday,Evening,377.63,0.242,0.13
4/28/2025 1:07,PR0039,Product39,Books,811.93,30.52,564.13,987,0.35,Summer,Thursday,Afternoon,809.82,0.239,0.167
4/28/2025 4:59,PR0332,Product332,Toys,245.61,38.75,150.44,689,0.89,Autumn,Tuesday,Morning,230.64,0.107,0.038
5/23/2025 18:41,PR0060,Product60,Toys,968.18,31.81,660.2,831,0.45,Summer,Tuesday,Night,886.56,0.17,0.09
5/1/2025 20:12,PR0296,Product296,Clothing,504.24,46.83,268.1,476,0.78,Spring,Wednesday,Morning,550.49,0.285,0.196
4/29/2025 3:22,PR0428,Product428,Toys,163.93,14.43,140.27,406,0.23,Spring,Saturday,Night,152.06,0.176,0.13
4/30/2025 23:36,PR0203,Product203,Toys,848.62,5.86,798.89,339,0.63,Spring,Tuesday,Night,807.51,0.255,0.028
4/26/2025 8:52,PR0392,Product392,Clothing,263.81,10.28,236.69,959,0.33,Autumn,Saturday,Morning,263.9,0.085,0.102
5/23/2025 16:19,PR0264,Product264,Home & Kitchen,509.78,5.68,480.82,251,0.71,Autumn,Thursday,Night,475.26,0.133,0.051
5/15/2025 16:37,PR0296,Product296,Books,160,2.63,155.79,956,0.49,Autumn,Wednesday,Evening,151.02,0.185,0.013
5/21/2025 21:30,PR0075,Product75,Books,419.66,20.98,331.62,637,0.34,Summer,Wednesday,Morning,411.02,0.039,0.151
5/17/2025 13:27,PR0213,Product213,Clothing,614.65,24.86,461.85,630,0.33,Autumn,Thursday,Night,647.82,0.29,0.054
5/10/2025 16:06,PR0299,Product299,Clothing,35.26,13.98,30.33,86,0.27,Autumn,Saturday,Morning,33.4,0.022,0.143
4/29/2025 22:21,PR0451,Product451,Clothing,70.25,21.55,55.11,510,0.57,Summer,Sunday,Night,72.14,0.22,0.184
5/15/2025 12:43,PR0151,Product151,Electronics,601.13,9.87,541.8,206,0.22,Autumn,Thursday,Night,620.68,0.145,0.068
4/29/2025 10:07,PR0257,Product257,Electronics,102.45,1.17,101.25,85,0.89,Winter,Sunday,Afternoon,110.46,0.265,0.013
5/21/2025 3:01,PR0115,Product115,Books,716.32,47.85,373.56,651,0.8,Summer,Friday,Evening,769.54,0.24,0.108
5/8/2025 11:25,PR0359,Product359,Toys,137.61,0.05,137.54,446,0.86,Spring,Tuesday,Night,142.47,0.08,0.146
4/26/2025 19:12,PR0164,Product164,Clothing,301.72,4.19,289.08,571,0.91,Summer,Wednesday,Morning,306.14,0.13,0.162
5/9/2025 20:23,PR0358,Product358,Clothing,166.05,0.91,164.54,785,0.33,Autumn,Tuesday,Morning,172.94,0.23,0.193
5/16/2025 19:06,PR0429,Product429,Clothing,911.71,28.07,655.79,55,0.17,Autumn,Saturday,Afternoon,874.09,0.074,0.084
5/15/2025 15:29,PR0350,Product350,Toys,714.39,1.05,706.89,956,0.25,Spring,Friday,Night,781.92,0.014,0.02
5/12/2025 22:52,PR0271,Product271,Clothing,746.96,40.2,446.68,895,0.88,Spring,Tuesday,Afternoon,803.58,0.188,0.168
5/23/2025 11:55,PR0454,Product454,Electronics,28.15,40.22,16.83,566,0.14,Autumn,Sunday,Morning,25.81,0.198,0.184
5/8/2025 0:12,PR0100,Product100,Clothing,130.43,25.66,96.96,743,0.51,Summer,Tuesday,Night,137.76,0.27,0.103
5/25/2025 12:29,PR0393,Product393,Clothing,655.76,38.55,402.96,923,0.68,Spring,Tuesday,Afternoon,684.98,0.243,0.194
5/4/2025 19:42,PR0287,Product287,Toys,504.44,23.59,385.44,16,0.29,Winter,Friday,Afternoon,512.64,0.21,0.151
5/25/2025 21:05,PR0053,Product53,Clothing,238.72,6.74,222.63,921,0.16,Spring,Wednesday,Morning,223.37,0.012,0.122
5/1/2025 19:04,PR0227,Product227,Electronics,465.96,24.71,350.82,283,0.21,Autumn,Thursday,Night,461.44,0.107,0.114
5/22/2025 9:03,PR0032,Product32,Home & Kitchen,721.05,39.88,433.5,548,0.89,Winter,Tuesday,Morning,776.29,0.295,0.071
5/2/2025 2:47,PR0121,Product121,Clothing,822.01,35.14,533.16,41,0.25,Winter,Monday,Morning,796.58,0.275,0.071
5/4/2025 5:55,PR0317,Product317,Home & Kitchen,211.28,17.54,174.22,170,0.34,Spring,Friday,Afternoon,194.29,0.084,0.191
5/14/2025 15:44,PR0145,Product145,Electronics,851.02,37.46,532.23,236,0.58,Summer,Wednesday,Evening,770.78,0.025,0.123
4/28/2025 6:38,PR0052,Product52,Electronics,940.14,32.37,635.82,178,0.34,Spring,Saturday,Afternoon,959.23,0.226,0.063
5/14/2025 1:33,PR0002,Product2,Clothing,788.39,3.78,758.59,947,0.46,Summer,Monday,Morning,714.06,0.101,0.076
5/12/2025 6:42,PR0473,Product473,Home & Kitchen,992.19,31.41,680.54,334,0.88,Winter,Sunday,Morning,900.69,0.051,0.067
5/13/2025 5:14,PR0398,Product398,Home & Kitchen,781.32,13.11,678.89,141,0.89,Autumn,Sunday,Morning,844.09,0.163,0.134
5/3/2025 9:41,PR0052,Product52,Clothing,579.56,34.32,380.66,7,0.61,Winter,Friday,Morning,572.66,0.08,0.082
5/1/2025 18:34,PR0095,Product95,Electronics,81.33,21.25,64.05,162,0.83,Spring,Wednesday,Night,78.46,0.067,0.174
5/6/2025 14:56,PR0030,Product30,Home & Kitchen,119.73,5.48,113.17,703,0.98,Winter,Monday,Morning,122.25,0.25,0.131
5/24/2025 12:08,PR0216,Product216,Electronics,331.74,2.76,322.58,126,0.97,Summer,Thursday,Night,334.87,0.28,0.186
5/24/2025 9:39,PR0102,Product102,Electronics,658.38,24.81,495.04,225,0.69,Summer,Friday,Night,637.66,0.249,0.155
5/15/2025 18:46,PR0255,Product255,Toys,758.61,49.67,381.81,510,0.51,Spring,Wednesday,Afternoon,822.91,0.056,0.098
5/17/2025 23:06,PR0282,Product282,Electronics,458.96,48.3,237.28,577,0.27,Spring,Monday,Night,430.38,0.125,0.052
5/12/2025 11:53,PR0364,Product364,Home & Kitchen,982.26,14.37,841.11,127,0.52,Winter,Friday,Morning,927.39,0.235,0.141
5/19/2025 16:21,PR0144,Product144,Toys,661.53,37.33,414.58,630,0.78,Summer,Sunday,Night,680.61,0.175,0.075
5/24/2025 16:59,PR0080,Product80,Electronics,18.25,16.66,15.21,780,0.6,Spring,Saturday,Night,16.73,0.086,0.039
5/3/2025 23:48,PR0050,Product50,Toys,138.29,4.58,131.96,652,0.78,Spring,Friday,Night,144.57,0.196,0.033
5/2/2025 22:54,PR0318,Product318,Home & Kitchen,895.34,9.82,807.42,320,0.17,Winter,Sunday,Afternoon,944.05,0.193,0.141
5/11/2025 21:27,PR0390,Product390,Books,525.68,15.59,443.73,15,0.2,Autumn,Friday,Night,573.1,0.126,0.08
5/16/2025 12:06,PR0355,Product355,Electronics,485.53,36.14,310.06,339,0.25,Autumn,Monday,Night,456.68,0.214,0.163
4/27/2025 0:35,PR0136,Product136,Toys,78.6,37.42,49.19,635,0.71,Summer,Monday,Morning,82.57,0.279,0.043
4/26/2025 5:59,PR0413,Product413,Books,66.4,23.52,50.78,368,0.41,Spring,Saturday,Evening,70.96,0.129,0.033
5/13/2025 8:06,PR0335,Product335,Home & Kitchen,128.41,15.47,108.54,379,0.37,Spring,Saturday,Evening,126.85,0.018,0.125
